framework,source_path,source_sha,source_line,action_family,adapter_id,native_executor_verified,canonical_executor_verified,external_network_required,prior_exclusion_status,deterministic_selection_score,eligible,detail,argument_name,source_compatibility_result,compatibility_scope
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,17,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,8fbab08a5d5ca2d6db238a4505626245485049ca7a326594d2855dec5fc0edcf,false,billing_status_checker,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,13,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,211db9ec0e3e6ff0111631ac16ca77ed7abd492a12fa4dbfe95e795793e39e96,false,tool,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,35,instructions,NONE,false,false,unknown,CLEAR,0ced4bb9b75185cebf1ccc4dfb0b97b4943b17986c59e6ad9d28509dc09475d2,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,39,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,3db50e21d240b27c9fa82af5c80fa8b776a1f52c0b5e699e5817d9e375ccc503,false,"Name(id='billing_status_checker', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,42,agents_as_tools,NONE,false,false,unknown,CLEAR,c30bf9ff40c2af08f31baf6fde54a9fa3b0bf42c8d6ac1f7afea0e5a5dcd3e0b,false,billing_agent.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,48,instructions,NONE,false,false,unknown,CLEAR,5c1791cd48eeb65a3d62341bee5210eac7d903830a6eda2ecf3ce9e5d962d383,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,54,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,0cec03eb43f9f32ec1d54be7a6fa5539a8efd0be4a38ee7638e0398f2935340d,false,"Name(id='billing_agent_tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_streaming.py,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,65,conditional_edge,NONE,false,false,unknown,CLEAR,153e346e2841fa59a0fe2a68b7a142d26a0973322bb3dfb1c187ad19d7209f38,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,18,instructions,NONE,false,false,unknown,EXCLUDED,e0bce6f86be2418075fce2ec70e62e2a135bb873a5ff39fe054c449c74dc9f15,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,26,instructions,NONE,false,false,unknown,EXCLUDED,0ab92d5b546697416d529f489c7112ce0dd480a1ad601db1272cc3e400239ae0,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,33,agents_as_tools,NONE,false,false,unknown,EXCLUDED,8d3a69f0aea54bff2249830f9b211501f44d6c7bf7b211277556b4bcca907408,false,translator.as_tool,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/agents_as_tools_structured.py,85ba8781e3e8f3e598be95652f0d067fb81749a56b31d59190587826fe1cce9d,63,conditional_edge,NONE,false,false,unknown,EXCLUDED,a6025c9271b4807ed3bd754fad9a6984fbb6670919a5bf49eebefbd788eea421,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,18,instructions,NONE,false,false,unknown,CLEAR,7775cbf507972604127a1ce78abcc6192e0ddf621ff80ab4db634015e5dad1bd,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,29,instructions,NONE,false,false,unknown,CLEAR,985c51abf8847fea88a549f4330f1299118d8564a078c79947182a6549ccf3a6,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,35,instructions,NONE,false,false,unknown,CLEAR,980485987c804eb89439605919a96da473e06fe119d1ad75fdac5063b8de304e,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/deterministic.py,184792d552a8049dab1901675e672c40fcc787cda35d2091ebbad465ecbd4db3,83,conditional_edge,NONE,false,false,unknown,CLEAR,516c3c648f958b8fbb64aa69e471ad37861e9f457e77da5d03b08a025ecb05dd,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,47,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,true,true,false,EXCLUDED,ca44d055f32ea6f7bce656222879c254ece260954fe03206367c0ae0cecee417,false,get_weather,city,FROZEN_GENERIC_SCALAR_TOOL_ADAPTER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,62,conditional_edge,NONE,false,false,unknown,EXCLUDED,545f07ca285bf46a882ea167ceec4448a5059339e546a1e7849094062278555e,false,tool_use_behavior == 'default',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,66,conditional_edge,NONE,false,false,unknown,EXCLUDED,1b728e45979c5ce631c489e079162954f159fabe76ca94989d6265ebb44e2363,false,tool_use_behavior == 'first_tool',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,68,conditional_edge,NONE,false,false,unknown,EXCLUDED,760bb9b079f80358bee42d4f0f1f736afb0fbb699561cc9c8ff24d430caf3816,false,tool_use_behavior == 'custom',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,71,instructions,NONE,false,false,unknown,EXCLUDED,b8309517a15f5abe020f0f037b59c4a0cc262d1ffa708c2c4a0f9d473149e284,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,74,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,EXCLUDED,c6013c1da868b40c61dfecaae54dad90b45487f261fec9ef5f1c5bf5354cac3a,false,"Name(id='get_weather', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,92,conditional_edge,NONE,false,false,unknown,EXCLUDED,c8d35a6459fa66ffdbb9aca672d5eb67a90822b61f078fe0fed0bc90cc4d35ae,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/forcing_tool_use.py,ae853bd4a1afdeea5bda983424612a7cf9a868ec6175bfbb64f133e7d4f702c4,109,conditional_edge,NONE,false,false,unknown,EXCLUDED,a5fc1db318112192013968471d4a51896d2f454e285d8426e70a79adc4802065,false,is_auto_mode(),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,27,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,76f624c02826cd068c76ff405dfd1de03fa17e2ea168a07965b9b61cf977317c,false,get_proposal,,NO_ONE_STRING_ARGUMENT_DECORATED_TOOL_DEFINITION,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,38,instructions,NONE,false,false,unknown,CLEAR,bd1120d5dd43531699e0514f27ffb1d5e57a5c89a5201f8959e480004bc283eb,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,49,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,ec644a689ba4f043b2906dfe3aeea02bfd806cc9936475caf1ff0c89e82e7599,false,"Name(id='get_proposal', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,67,conditional_edge,NONE,false,false,unknown,CLEAR,80500226634c9afe17fceffc27680b754dd7fa6b6a838939b652d158ca598a0f,false,is_hosted_item or is_subagent_message,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,89,conditional_edge,NONE,false,false,unknown,CLEAR,857033b33ce4ea5e7fdcd09c41ba8282e4f593c033145d32946eb814aecd0b04,false,args.mode == 'stream',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/hosted_multi_agent_beta.py,95dbc644fe5ea932b308dfe9712e71f1035dbb9688b21137c20680a2a041fdcb,95,conditional_edge,NONE,false,false,unknown,CLEAR,f33345b6e65aef2e7853bd1b2a925e2d81781d46ae496661c8adb5758ae8ab21,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/agent_patterns/human_in_the_loop.py,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,24,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,true,true,false,CLEAR,10835d22eaca184219c8249f85cccca7db4cc351a146b39b24aa210c24ad7243,true,get_weather,city,FROZEN_GENERIC_SCALAR_TOOL_ADAPTER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/agent_patterns/human_in_the_loop.py,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,45,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,true,true,false,EXCLUDED,09e0efabe648711fc843fab624c0a88a3049957a61e85cd6692dcdbb8e593413,false,get_temperature,city,FROZEN_GENERIC_SCALAR_TOOL_ADAPTER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
