execution_id,seed,framework,source_path,stratum,tool_workflow,equivalent,mismatched_fields,native_projection,compiled_projection
IRV2-FROZEN-010,10,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-10"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-10"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-011,11,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-11"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-11"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-012,12,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-12"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-12"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-013,13,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-13"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-13"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-014,14,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-14"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-14"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-015,15,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-15"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-15"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-016,16,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-16"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-16"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-017,17,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,False,True,,"{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-17"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}","{""branch_choices"": ""[]"", ""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_targets"": ""[]"", ""model_calls"": 1, ""next_model_context"": ""[]"", ""sanitized_final_result"": ""simple-final-17"", ""selected_tools"": ""[]"", ""state_updates"": ""[\""MODEL\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[]"", ""tool_call_ids"": ""[]"", ""tool_results"": ""[]""}"
IRV2-FROZEN-018,0,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,True,,"{""branch_choices"": ""[]"", ""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-0\""}]"", ""handoff_targets"": ""[]"", ""model_calls"": 2, ""next_model_context"": ""[\""[{\\\""call_id\\\"":\\\""\\\"",\\\""content\\\"":\\\""task-0\\\"",\\\""role\\\"":\\\""user\\\"",\\\""tool_name\\\"":\\\""\\\""},{\\\""call_id\\\"":\\\""call-0\\\"",\\\""content\\\"":\\\""{\\\\\\\""topic\\\\\\\"":\\\\\\\""synthetic-0\\\\\\\""}\\\"",\\\""role\\\"":\\\""assistant_tool_call\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""},{\\\""call_id\\\"":\\\""call-0\\\"",\\\""content\\\"":\\\""faq:synthetic-0\\\"",\\\""role\\\"":\\\""tool\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""}]\""]"", ""sanitized_final_result"": ""tool-final-0"", ""selected_tools"": ""[\""lookup_faq\""]"", ""state_updates"": ""[\""MODEL\"", \""TOOL_CALL\"", \""TOOL_RESULT\"", \""MODEL_RESUME_READY\"", \""MODEL_RESUME\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[{\""topic\"": \""synthetic-0\""}]"", ""tool_call_ids"": ""[\""call-0\""]"", ""tool_results"": ""[\""faq:synthetic-0\""]""}","{""branch_choices"": ""[]"", ""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-0\""}]"", ""handoff_targets"": ""[]"", ""model_calls"": 2, ""next_model_context"": ""[\""[{\\\""call_id\\\"":\\\""\\\"",\\\""content\\\"":\\\""task-0\\\"",\\\""role\\\"":\\\""user\\\"",\\\""tool_name\\\"":\\\""\\\""},{\\\""call_id\\\"":\\\""call-0\\\"",\\\""content\\\"":\\\""{\\\\\\\""topic\\\\\\\"":\\\\\\\""synthetic-0\\\\\\\""}\\\"",\\\""role\\\"":\\\""assistant_tool_call\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""},{\\\""call_id\\\"":\\\""call-0\\\"",\\\""content\\\"":\\\""faq:synthetic-0\\\"",\\\""role\\\"":\\\""tool\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""}]\""]"", ""sanitized_final_result"": ""tool-final-0"", ""selected_tools"": ""[\""lookup_faq\""]"", ""state_updates"": ""[\""MODEL\"", \""TOOL_CALL\"", \""TOOL_RESULT\"", \""MODEL_RESUME_READY\"", \""MODEL_RESUME\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[{\""topic\"": \""synthetic-0\""}]"", ""tool_call_ids"": ""[\""call-0\""]"", ""tool_results"": ""[\""faq:synthetic-0\""]""}"
IRV2-FROZEN-019,1,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,True,,"{""branch_choices"": ""[]"", ""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-1\""}]"", ""handoff_targets"": ""[]"", ""model_calls"": 2, ""next_model_context"": ""[\""[{\\\""call_id\\\"":\\\""\\\"",\\\""content\\\"":\\\""task-1\\\"",\\\""role\\\"":\\\""user\\\"",\\\""tool_name\\\"":\\\""\\\""},{\\\""call_id\\\"":\\\""call-1\\\"",\\\""content\\\"":\\\""{\\\\\\\""topic\\\\\\\"":\\\\\\\""synthetic-1\\\\\\\""}\\\"",\\\""role\\\"":\\\""assistant_tool_call\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""},{\\\""call_id\\\"":\\\""call-1\\\"",\\\""content\\\"":\\\""faq:synthetic-1\\\"",\\\""role\\\"":\\\""tool\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""}]\""]"", ""sanitized_final_result"": ""tool-final-1"", ""selected_tools"": ""[\""lookup_faq\""]"", ""state_updates"": ""[\""MODEL\"", \""TOOL_CALL\"", \""TOOL_RESULT\"", \""MODEL_RESUME_READY\"", \""MODEL_RESUME\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[{\""topic\"": \""synthetic-1\""}]"", ""tool_call_ids"": ""[\""call-1\""]"", ""tool_results"": ""[\""faq:synthetic-1\""]""}","{""branch_choices"": ""[]"", ""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-1\""}]"", ""handoff_targets"": ""[]"", ""model_calls"": 2, ""next_model_context"": ""[\""[{\\\""call_id\\\"":\\\""\\\"",\\\""content\\\"":\\\""task-1\\\"",\\\""role\\\"":\\\""user\\\"",\\\""tool_name\\\"":\\\""\\\""},{\\\""call_id\\\"":\\\""call-1\\\"",\\\""content\\\"":\\\""{\\\\\\\""topic\\\\\\\"":\\\\\\\""synthetic-1\\\\\\\""}\\\"",\\\""role\\\"":\\\""assistant_tool_call\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""},{\\\""call_id\\\"":\\\""call-1\\\"",\\\""content\\\"":\\\""faq:synthetic-1\\\"",\\\""role\\\"":\\\""tool\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""}]\""]"", ""sanitized_final_result"": ""tool-final-1"", ""selected_tools"": ""[\""lookup_faq\""]"", ""state_updates"": ""[\""MODEL\"", \""TOOL_CALL\"", \""TOOL_RESULT\"", \""MODEL_RESUME_READY\"", \""MODEL_RESUME\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[{\""topic\"": \""synthetic-1\""}]"", ""tool_call_ids"": ""[\""call-1\""]"", ""tool_results"": ""[\""faq:synthetic-1\""]""}"
IRV2-FROZEN-020,2,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,True,,"{""branch_choices"": ""[]"", ""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-2\""}]"", ""handoff_targets"": ""[]"", ""model_calls"": 2, ""next_model_context"": ""[\""[{\\\""call_id\\\"":\\\""\\\"",\\\""content\\\"":\\\""task-2\\\"",\\\""role\\\"":\\\""user\\\"",\\\""tool_name\\\"":\\\""\\\""},{\\\""call_id\\\"":\\\""call-2\\\"",\\\""content\\\"":\\\""{\\\\\\\""topic\\\\\\\"":\\\\\\\""synthetic-2\\\\\\\""}\\\"",\\\""role\\\"":\\\""assistant_tool_call\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""},{\\\""call_id\\\"":\\\""call-2\\\"",\\\""content\\\"":\\\""faq:synthetic-2\\\"",\\\""role\\\"":\\\""tool\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""}]\""]"", ""sanitized_final_result"": ""tool-final-2"", ""selected_tools"": ""[\""lookup_faq\""]"", ""state_updates"": ""[\""MODEL\"", \""TOOL_CALL\"", \""TOOL_RESULT\"", \""MODEL_RESUME_READY\"", \""MODEL_RESUME\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[{\""topic\"": \""synthetic-2\""}]"", ""tool_call_ids"": ""[\""call-2\""]"", ""tool_results"": ""[\""faq:synthetic-2\""]""}","{""branch_choices"": ""[]"", ""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-2\""}]"", ""handoff_targets"": ""[]"", ""model_calls"": 2, ""next_model_context"": ""[\""[{\\\""call_id\\\"":\\\""\\\"",\\\""content\\\"":\\\""task-2\\\"",\\\""role\\\"":\\\""user\\\"",\\\""tool_name\\\"":\\\""\\\""},{\\\""call_id\\\"":\\\""call-2\\\"",\\\""content\\\"":\\\""{\\\\\\\""topic\\\\\\\"":\\\\\\\""synthetic-2\\\\\\\""}\\\"",\\\""role\\\"":\\\""assistant_tool_call\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""},{\\\""call_id\\\"":\\\""call-2\\\"",\\\""content\\\"":\\\""faq:synthetic-2\\\"",\\\""role\\\"":\\\""tool\\\"",\\\""tool_name\\\"":\\\""lookup_faq\\\""}]\""]"", ""sanitized_final_result"": ""tool-final-2"", ""selected_tools"": ""[\""lookup_faq\""]"", ""state_updates"": ""[\""MODEL\"", \""TOOL_CALL\"", \""TOOL_RESULT\"", \""MODEL_RESUME_READY\"", \""MODEL_RESUME\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""[{\""topic\"": \""synthetic-2\""}]"", ""tool_call_ids"": ""[\""call-2\""]"", ""tool_results"": ""[\""faq:synthetic-2\""]""}"
