execution_id,framework,source_path,stratum,supported_static_class,equivalent,mismatched_fields,native_projection,compiled_projection
IRV1-CONT-010,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-110"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-110"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-011,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-111"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-111"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-012,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-112"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-112"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-013,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-113"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-113"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-014,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-114"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-114"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-015,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-115"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-115"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-016,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-116"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-116"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-017,OpenAI Agents SDK,examples/basic/hello_world.py,openai_simple,True,True,,"{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-117"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": ""simple-final-117"", ""selected_tool"": """", ""state_updates"": ""[\""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": """"}"
IRV1-CONT-018,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-100\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-100"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-100\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-019,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-101\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-101"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-101\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-020,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-102\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-102"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-102\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-021,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-103\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-103"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-103\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-022,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-104\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-104"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-104\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-023,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-105\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-105"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-105\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-024,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-106\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-106"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-106\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-025,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-107\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-107"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-107\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-026,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-108\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-108"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-108\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-027,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-109\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-109"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-109\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-028,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-110\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-110"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-110\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-029,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-111\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-111"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-111\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-030,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-112\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-112"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-112\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-031,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-113\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-113"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-113\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-032,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-114\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-114"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-114\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
IRV1-CONT-033,OpenAI Agents SDK,examples/basic/tools.py,openai_tool,True,False,tool_arguments;state_updates;external_effect_sequence;effect_count;termination_class;sanitized_final_result;model_calls,"{""effect_count"": 1, ""external_effect_sequence"": ""[{\""tool\"": \""lookup_faq\"", \""topic\"": \""synthetic-115\""}]"", ""handoff_target"": """", ""model_calls"": 2, ""sanitized_final_result"": ""tool-final-115"", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""LLM\"", \""RETURN\""]"", ""termination_class"": ""RETURN"", ""tool_arguments"": ""{\""topic\"": \""synthetic-115\""}""}","{""effect_count"": 0, ""external_effect_sequence"": ""[]"", ""handoff_target"": """", ""model_calls"": 1, ""sanitized_final_result"": """", ""selected_tool"": ""lookup_faq"", ""state_updates"": ""[\""LLM\"", \""TOOL\"", \""STALLED\""]"", ""termination_class"": ""STALLED"", ""tool_arguments"": """"}"
